Universidade,Link_DGES,Nome,Estado da IES,Unidade Organica,Subsistema,Natureza,Tipo de ensino,Link_Website,Morada,Código Postal,Telefone,Email,Distrito
Escola Superior de Gestão de Idanha-a-Nova - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/293,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Gestão de Idanha-a-Nova - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esgin/escola-superior-de-gestao,"Largo do Município, Idanha-A-Nova","6060-163, Idanha-a-Nova
",+351277200220,esg@ipcb.pt,http://www.ipcb.pt/esgin/escola-superior-de-gestao
Escola Superior de Saúde Dr. Lopes Dias - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/295,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Saúde Dr. Lopes Dias - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esald/escola-superior-de-saúde-dr-lopes-dias,"Campus da Talagueira - Avenida do Empresário, Castelo Branco","6000-767, Castelo Branco
",+351272340560,esald@ipcb.pt,http://www.ipcb.pt/esald/escola-superior-de-saúde-dr-lopes-dias
Escola Superior de Tecnologia de Castelo Branco - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/292,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Tecnologia de Castelo Branco - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/estcb/escola-superior-de-tecnologia,"Av. do Empresário, Castelo Branco","6000-767, Castelo Branco
",+351272339300,est@ipcb.pt,http://www.ipcb.pt/estcb/escola-superior-de-tecnologia
Escola Superior Agrária de Castelo Branco - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/290,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior Agrária de Castelo Branco - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esacb/escola-superior-agrária,"Quinta da Senhora de Mércoles - Apartado 119, Castelo Branco","6001-909, Mogadouro
",+351272339900,esa@ipcb.pt,http://www.ipcb.pt/esacb/escola-superior-agrária
Escola Superior de Artes Aplicadas - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/294,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Artes Aplicadas - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esart/escola-superior-de-artes-aplicadas,"Campus da Talagueira - Avenida do Empresário, Castelo Branco","6000-767, Castelo Branco
",+351272340800,esart@ipcb.pt,http://www.ipcb.pt/esart/escola-superior-de-artes-aplicadas
Escola Superior de Educação de Castelo Branco - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/291,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Educação de Castelo Branco - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esecb/escola-superior-de-educação,"R. Prof. Faria de Vasconcelos, Castelo Branco","6000-266, Castelo Branco
",+351272339100,ese@ipcb.pt,http://www.ipcb.pt/esecb/escola-superior-de-educação
Escola Superior de Gestão de Idanha-a-Nova - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/293,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Gestão de Idanha-a-Nova - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esgin/escola-superior-de-gestao,"Largo do Município, Idanha-A-Nova","6060-163, Idanha-a-Nova
",+351277200220,esg@ipcb.pt,http://www.ipcb.pt/esgin/escola-superior-de-gestao
Escola Superior de Saúde Dr. Lopes Dias - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/295,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Saúde Dr. Lopes Dias - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/esald/escola-superior-de-saúde-dr-lopes-dias,"Campus da Talagueira - Avenida do Empresário, Castelo Branco","6000-767, Castelo Branco
",+351272340560,esald@ipcb.pt,http://www.ipcb.pt/esald/escola-superior-de-saúde-dr-lopes-dias
Escola Superior de Tecnologia de Castelo Branco - Instituto Politécnico de Castelo Branco,https://www.dges.gov.pt/simges/public/www/detalhes_uo/292,Instituto Politécnico de Castelo Branco,Ativa,Escola Superior de Tecnologia de Castelo Branco - Instituto Politécnico de Castelo Branco,Público,Sem Natureza,Politécnico,http://www.ipcb.pt/estcb/escola-superior-de-tecnologia,"Av. do Empresário, Castelo Branco","6000-767, Castelo Branco
",+351272339300,est@ipcb.pt,http://www.ipcb.pt/estcb/escola-superior-de-tecnologia
Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_ies/26,Instituto Politécnico de Coimbra,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipc.pt,"Rua da Misericórdia, Lagar dos cortiços - S. Martinho do Bispo, Coimbra","3045-093, Coimbra
",+351239791250,ipc@ipc.pt,http://www.ipc.pt
Escola Superior Agrária de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/296,Instituto Politécnico de Coimbra,Ativa,Escola Superior Agrária de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.esac.pt,"Bencanta, Coimbra","3045-601, Coimbra
",+351239802940,gac@mail.esac.pt,http://www.esac.pt
Escola Superior de Educação de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/297,Instituto Politécnico de Coimbra,Ativa,Escola Superior de Educação de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.esec.pt,"Pr. Heróis do Ultramar - Solum, Coimbra","3030-329, Coimbra
",+351239793120,geral@esec.pt,http://www.esec.pt
Escola Superior de Tecnologia da Saúde de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/301,Instituto Politécnico de Coimbra,Ativa,Escola Superior de Tecnologia da Saúde de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.estescoimbra.pt,"R. 5 de Outubro - S. Martinho do Bispo - Apartado 7006, Coimbra","3046-901, Coimbra
",+351239802430,geral@estescoimbra.pt,http://www.estescoimbra.pt
Escola Superior de Tecnologia e Gestão de Oliveira do Hospital - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/300,Instituto Politécnico de Coimbra,Ativa,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.estgoh.ipc.pt,"R. General Santos Costa, Oliveira do Hospital","3400-124, Oliveira do Hospital
",+351238605170,geral@estgoh.ipc.pt,http://www.estgoh.ipc.pt
Instituto Superior de Contabilidade e Administração de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/298,Instituto Politécnico de Coimbra,Ativa,Instituto Superior de Contabilidade e Administração de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.iscac.pt,"Quinta Agrícola - Bencanta, Coimbra","3045-601, Coimbra
",+351239802000,geral@iscac.pt,http://www.iscac.pt
Instituto Superior de Engenharia de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/299,Instituto Politécnico de Coimbra,Ativa,Instituto Superior de Engenharia de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.isec.pt,"R. Pedro Nunes - Quinta da Nora, Coimbra","3030-199, Coimbra
",+351239790200,info@isec.pt,http://www.isec.pt
Escola Superior Agrária de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/296,Instituto Politécnico de Coimbra,Ativa,Escola Superior Agrária de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.esac.pt,"Bencanta, Coimbra","3045-601, Coimbra
",+351239802940,gac@mail.esac.pt,http://www.esac.pt
Escola Superior de Educação de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/297,Instituto Politécnico de Coimbra,Ativa,Escola Superior de Educação de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.esec.pt,"Pr. Heróis do Ultramar - Solum, Coimbra","3030-329, Coimbra
",+351239793120,geral@esec.pt,http://www.esec.pt
Escola Superior de Tecnologia da Saúde de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/301,Instituto Politécnico de Coimbra,Ativa,Escola Superior de Tecnologia da Saúde de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.estescoimbra.pt,"R. 5 de Outubro - S. Martinho do Bispo - Apartado 7006, Coimbra","3046-901, Coimbra
",+351239802430,geral@estescoimbra.pt,http://www.estescoimbra.pt
Escola Superior de Tecnologia e Gestão de Oliveira do Hospital - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/300,Instituto Politécnico de Coimbra,Ativa,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.estgoh.ipc.pt,"R. General Santos Costa, Oliveira do Hospital","3400-124, Oliveira do Hospital
",+351238605170,geral@estgoh.ipc.pt,http://www.estgoh.ipc.pt
Instituto Superior de Contabilidade e Administração de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/298,Instituto Politécnico de Coimbra,Ativa,Instituto Superior de Contabilidade e Administração de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.iscac.pt,"Quinta Agrícola - Bencanta, Coimbra","3045-601, Coimbra
",+351239802000,geral@iscac.pt,http://www.iscac.pt
Instituto Superior de Engenharia de Coimbra - Instituto Politécnico de Coimbra,https://www.dges.gov.pt/simges/public/www/detalhes_uo/299,Instituto Politécnico de Coimbra,Ativa,Instituto Superior de Engenharia de Coimbra - Instituto Politécnico de Coimbra,Público,Sem Natureza,Politécnico,http://www.isec.pt,"R. Pedro Nunes - Quinta da Nora, Coimbra","3030-199, Coimbra
",+351239790200,info@isec.pt,http://www.isec.pt
Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_ies/28,Instituto Politécnico de Leiria,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipleiria.pt,"Rua General Norton de Matos, Apartado 4133, Leiria","2410-191, Leiria
",+351244830010,ipleiria@ipleiria.pt,http://www.ipleiria.pt
Escola Superior de Artes e Design - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/308,Instituto Politécnico de Leiria,Ativa,Escola Superior de Artes e Design - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.esad.ipleiria.pt,"R. Isidoro Inácio Alves de Carvalho, Caldas da Rainha","2500-917, Caldas da Rainha
",+351262830900,esad@esad.ipleiria.pt,http://www.esad.ipleiria.pt
Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/306,Instituto Politécnico de Leiria,Ativa,Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.esecs.ipleiria.pt,"R. Dr. João Soares - Porto Moniz, Leiria","2400-448, Leiria
",+351244829400,esecs@esecs.ipleiria.pt,http://www.esecs.ipleiria.pt
Escola Superior de Saúde - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/310,Instituto Politécnico de Leiria,Ativa,Escola Superior de Saúde - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.esslei.ipleiria.pt,"Morro do Lena, Campus 2, Alto Vieiro, Leiria","2414-016, Leiria
",+351244813388,esslei.leiria@esslei.ipleiria.pt,http://www.esslei.ipleiria.pt
Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/307,Instituto Politécnico de Leiria,Ativa,Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.estg.ipleiria.pt,"Campus 2 - Morro do Lena, Alto do Vieiro, Apt 4163, Leiria","2414-016, Leiria
",+351244820300,estg@estg.ipleiria.pt,http://www.estg.ipleiria.pt
Escola Superior de Turismo e Tecnologia do Mar - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/309,Instituto Politécnico de Leiria,Ativa,Escola Superior de Turismo e Tecnologia do Mar - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.estm.ipleiria.pt,"Campus 4 - Rua do Conhecimento, nº 4, Peniche","2520-614, Peniche
",+351262783607,estm@estm.ipleiria.pt,http://www.estm.ipleiria.pt
Escola Superior de Artes e Design - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/308,Instituto Politécnico de Leiria,Ativa,Escola Superior de Artes e Design - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.esad.ipleiria.pt,"R. Isidoro Inácio Alves de Carvalho, Caldas da Rainha","2500-917, Caldas da Rainha
",+351262830900,esad@esad.ipleiria.pt,http://www.esad.ipleiria.pt
Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/306,Instituto Politécnico de Leiria,Ativa,Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.esecs.ipleiria.pt,"R. Dr. João Soares - Porto Moniz, Leiria","2400-448, Leiria
",+351244829400,esecs@esecs.ipleiria.pt,http://www.esecs.ipleiria.pt
Escola Superior de Saúde - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/310,Instituto Politécnico de Leiria,Ativa,Escola Superior de Saúde - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.esslei.ipleiria.pt,"Morro do Lena, Campus 2, Alto Vieiro, Leiria","2414-016, Leiria
",+351244813388,esslei.leiria@esslei.ipleiria.pt,http://www.esslei.ipleiria.pt
Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/307,Instituto Politécnico de Leiria,Ativa,Escola Superior de Tecnologia e Gestão - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.estg.ipleiria.pt,"Campus 2 - Morro do Lena, Alto do Vieiro, Apt 4163, Leiria","2414-016, Leiria
",+351244820300,estg@estg.ipleiria.pt,http://www.estg.ipleiria.pt
Escola Superior de Turismo e Tecnologia do Mar - Instituto Politécnico de Leiria,https://www.dges.gov.pt/simges/public/www/detalhes_uo/309,Instituto Politécnico de Leiria,Ativa,Escola Superior de Turismo e Tecnologia do Mar - Instituto Politécnico de Leiria,Público,Sem Natureza,Politécnico,http://www.estm.ipleiria.pt,"Campus 4 - Rua do Conhecimento, nº 4, Peniche","2520-614, Peniche
",+351262783607,estm@estm.ipleiria.pt,http://www.estm.ipleiria.pt
Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_ies/29,Instituto Politécnico de Lisboa,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipl.pt,"Estrada de Benfica, 529, Lisboa","1549-020, Lisboa
",+351217101200,geral@sp.ipl.pt ,http://www.ipl.pt
Escola Superior de Comunicação Social - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/313,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Comunicação Social - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.escs.ipl.pt,"Campus de Benfica do IPL, Lisboa","1549-014, Lisboa
",Sem Telefone,Sem Email,http://www.escs.ipl.pt
Escola Superior de Dança - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/311,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Dança - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.esd.ipl.pt,"R. da Academia das Ciências, 5-7, Lisboa","1200-003, Lisboa
",+351213244770,geral@esd.ipl.pt,http://www.esd.ipl.pt
Escola Superior de Educação - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/312,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Educação - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.eselx.ipl.pt,"Campus de Benfica do IPL, Lisboa","1549-003, Lisboa
",+351217115500,eselx@eselx.ipl.pt,http://www.eselx.ipl.pt
Escola Superior de Música - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/314,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Música - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.esml.ipl.pt,"Campus de Benfica do IPL, Lisboa","1500-651, Lisboa
",+351213224940,esml@esml.ipl.pt,http://www.esml.ipl.pt
Escola Superior de Teatro e Cinema - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/315,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Teatro e Cinema - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.estc.ipl.pt,"Av. Marquês de Pombal, 22 - B, Amadora","2700-571, Amadora
",+351214989400,estc@estc.ipl.pt,http://www.estc.ipl.pt
Escola Superior de Tecnologia da Saúde de Lisboa - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/318,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Tecnologia da Saúde de Lisboa - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.estesl.ipl.pt,"Av. D. João II, Lote 4.69.01, Lisboa","1990-096, Lisboa
",+351218980400,direccao@estesl.pt,http://www.estesl.ipl.pt
Instituto Superior de Contabilidade e Administração de Lisboa - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/316,Instituto Politécnico de Lisboa,Ativa,Instituto Superior de Contabilidade e Administração de Lisboa - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.iscal.ipl.pt,"Av. Miguel Bombarda, 20, Lisboa","1069-035, Lisboa
",+351217984500,iscal@iscal.ipl.pt,http://www.iscal.ipl.pt
Instituto Superior de Engenharia de Lisboa - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/317,Instituto Politécnico de Lisboa,Ativa,Instituto Superior de Engenharia de Lisboa - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.isel.pt,"R. Conselheiro Emídio Navarro, 1, Lisboa","1950-062, Lisboa
",+351218317000,isel@isel.pt,http://www.isel.pt
Escola Superior de Comunicação Social - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/313,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Comunicação Social - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.escs.ipl.pt,"Campus de Benfica do IPL, Lisboa","1549-014, Lisboa
",Sem Telefone,Sem Email,http://www.escs.ipl.pt
Escola Superior de Dança - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/311,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Dança - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.esd.ipl.pt,"R. da Academia das Ciências, 5-7, Lisboa","1200-003, Lisboa
",+351213244770,geral@esd.ipl.pt,http://www.esd.ipl.pt
Escola Superior de Educação - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/312,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Educação - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.eselx.ipl.pt,"Campus de Benfica do IPL, Lisboa","1549-003, Lisboa
",+351217115500,eselx@eselx.ipl.pt,http://www.eselx.ipl.pt
Escola Superior de Música - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/314,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Música - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.esml.ipl.pt,"Campus de Benfica do IPL, Lisboa","1500-651, Lisboa
",+351213224940,esml@esml.ipl.pt,http://www.esml.ipl.pt
Escola Superior de Teatro e Cinema - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/315,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Teatro e Cinema - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.estc.ipl.pt,"Av. Marquês de Pombal, 22 - B, Amadora","2700-571, Amadora
",+351214989400,estc@estc.ipl.pt,http://www.estc.ipl.pt
Escola Superior de Tecnologia da Saúde de Lisboa - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/318,Instituto Politécnico de Lisboa,Ativa,Escola Superior de Tecnologia da Saúde de Lisboa - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.estesl.ipl.pt,"Av. D. João II, Lote 4.69.01, Lisboa","1990-096, Lisboa
",+351218980400,direccao@estesl.pt,http://www.estesl.ipl.pt
Instituto Superior de Contabilidade e Administração de Lisboa - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/316,Instituto Politécnico de Lisboa,Ativa,Instituto Superior de Contabilidade e Administração de Lisboa - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.iscal.ipl.pt,"Av. Miguel Bombarda, 20, Lisboa","1069-035, Lisboa
",+351217984500,iscal@iscal.ipl.pt,http://www.iscal.ipl.pt
Instituto Superior de Engenharia de Lisboa - Instituto Politécnico de Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_uo/317,Instituto Politécnico de Lisboa,Ativa,Instituto Superior de Engenharia de Lisboa - Instituto Politécnico de Lisboa,Público,Sem Natureza,Politécnico,http://www.isel.pt,"R. Conselheiro Emídio Navarro, 1, Lisboa","1950-062, Lisboa
",+351218317000,isel@isel.pt,http://www.isel.pt
Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_ies/30,Instituto Politécnico de Portalegre,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipportalegre.pt,"Praça do Município, 11, Portalegre","7300-110, Portalegre
",+351245301500,geral@ipportalegre.pt,http://www.ipportalegre.pt
Escola Superior de Biociências de Elvas - Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_uo/321,Instituto Politécnico de Portalegre,Ativa,Escola Superior de Biociências de Elvas - Instituto Politécnico de Portalegre,Público,Sem Natureza,Politécnico,http://www.esaelvas.pt,"Edifício do Trem Alto, Avenida 14 de Janeiro, Elvas","7350-092, Elvas
",+351268628528,esae@esaelvas.pt,http://www.esaelvas.pt
Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_uo/319,Instituto Politécnico de Portalegre,Ativa,Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Portalegre,Público,Sem Natureza,Politécnico,http://www.esep.pt,"Pr. da República, 23-25, Portalegre","7300-109, Portalegre
",+351245339400,esep@mail.esep.ipportalegre.pt,http://www.esep.pt
Escola Superior de Saúde - Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_uo/322,Instituto Politécnico de Portalegre,Ativa,Escola Superior de Saúde - Instituto Politécnico de Portalegre,Público,Sem Natureza,Politécnico,http://www.essp.pt,"Campus Politécnico, 10, Portalegre","7300-555, Portalegre
",+351245300200,geral@essp.pt,http://www.essp.pt
"Escola Superior de Tecnologia, Gestão e Design - Instituto Politécnico de Portalegre",https://www.dges.gov.pt/simges/public/www/detalhes_uo/320,Instituto Politécnico de Portalegre,Ativa,"Escola Superior de Tecnologia, Gestão e Design - Instituto Politécnico de Portalegre",Público,Sem Natureza,Politécnico,http://www.estgp.pt,"Campus Politécnico, Portalegre","7300-555, Portalegre
",+351245300200,estg@estgp.pt,http://www.estgp.pt
Escola Superior de Biociências de Elvas - Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_uo/321,Instituto Politécnico de Portalegre,Ativa,Escola Superior de Biociências de Elvas - Instituto Politécnico de Portalegre,Público,Sem Natureza,Politécnico,http://www.esaelvas.pt,"Edifício do Trem Alto, Avenida 14 de Janeiro, Elvas","7350-092, Elvas
",+351268628528,esae@esaelvas.pt,http://www.esaelvas.pt
Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_uo/319,Instituto Politécnico de Portalegre,Ativa,Escola Superior de Educação e Ciências Sociais - Instituto Politécnico de Portalegre,Público,Sem Natureza,Politécnico,http://www.esep.pt,"Pr. da República, 23-25, Portalegre","7300-109, Portalegre
",+351245339400,esep@mail.esep.ipportalegre.pt,http://www.esep.pt
Escola Superior de Saúde - Instituto Politécnico de Portalegre,https://www.dges.gov.pt/simges/public/www/detalhes_uo/322,Instituto Politécnico de Portalegre,Ativa,Escola Superior de Saúde - Instituto Politécnico de Portalegre,Público,Sem Natureza,Politécnico,http://www.essp.pt,"Campus Politécnico, 10, Portalegre","7300-555, Portalegre
",+351245300200,geral@essp.pt,http://www.essp.pt
"Escola Superior de Tecnologia, Gestão e Design - Instituto Politécnico de Portalegre",https://www.dges.gov.pt/simges/public/www/detalhes_uo/320,Instituto Politécnico de Portalegre,Ativa,"Escola Superior de Tecnologia, Gestão e Design - Instituto Politécnico de Portalegre",Público,Sem Natureza,Politécnico,http://www.estgp.pt,"Campus Politécnico, Portalegre","7300-555, Portalegre
",+351245300200,estg@estgp.pt,http://www.estgp.pt
Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_ies/32,Instituto Politécnico de Santarém,Ativa,Unidade Principal,Público,Instituto Politécnico,Politécnico,http://www.ipsantarem.pt.,"Complexo Andaluz, Apartado 279, Póvoa de Santarém","2001-904, Santarém
",Sem Telefone,Sem Email,http://www.ipsantarem.pt.
Escola Superior Agrária de Santarém - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/331,Instituto Politécnico de Santarém,Ativa,Escola Superior Agrária de Santarém - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://si.esa.ipsantarem.pt,"Quinta do Galinheiro - S. Pedro - Apartado 279, Póvoa de Santarém","2001-904, Santarém
",+351243307300,info@esa.ipsantarem.pt,http://si.esa.ipsantarem.pt
Escola Superior de Desporto de Rio Maior - Instituto Politécnico de Santarém,https://www.dges.gov.pt/simges/public/www/detalhes_uo/334,Instituto Politécnico de Santarém,Ativa,Escola Superior de Desporto de Rio Maior - Instituto Politécnico de Santarém,Público,Sem Natureza,Politécnico,http://www.esd.ipsantarem.pt,"Av. Dr. Mário Soares - Pavilhão Multiusos, Rio Maior","2040-413, Rio Maior
",+351243999280,geral@esdrm.pt,http://www.esd.ipsantarem.pt
